Country Code,Country Name,Source Geography,Source Institution Type,Year From,Year To,Source Country,Source Name,Project Name,Project Details,Amount,Original Currency,Exchange Rate,Exchange Rate Year,Finance Type,Sector,Status,Terms,Comments,Source urls
LSO,Lesotho,International,Bilateral,2019,2025,United Kingdom,"Foreign, Commonwealth & Development Office (FCDO)",Lesotho Digital Innovation & Skills Programme,"Digital skills development, basic innovation ecosystem and small technology projects support",5.5,GBP,1.27,2022,Grant,capacity building,Active,UK development funding for digital skills and basic innovation,Focus on digital skills development and basic innovation ecosystem,https://www.gov.uk/government/case-studies/supporting-digital-innovation-lesotho
LSO,Lesotho,International,Bilateral,2019,2025,Germany,GIZ/KfW Development Bank,Lesotho Digital Skills & Basic Innovation Development,"Digital skills training, basic innovation ecosystem support and technology transfer",6.5,EUR,1.09,2024,Grant/Technical Assistance,capacity building,Active,German development cooperation for digital skills and basic innovation,Focus on digital skills development and basic innovation ecosystem support,https://www.giz.de/en/worldwide/316.html
LSO,Lesotho,International,Bilateral,2020,2025,United States,USAID,Lesotho Digital Governance & Civic Technology Program,"Digital governance frameworks, civic technology and digital rights capacity building",8.5,USD,,,Grant,data governance,Active,Grant funding for digital governance and civic technology development,Focus on digital governance frameworks and civic technology applications,https://www.usaid.gov/lesotho/fact-sheets/digital-governance
LSO,Lesotho,International,Multilateral,2021,2026,Cote D'Ivoire,African Development Bank (AfDB),Lesotho ICT Infrastructure & Digital Services Support,"Broadband infrastructure, digital financial services and basic innovation ecosystem support",25,USD,,,Concessional Loan,ICT infrastructure,Active,AfDB loan for ICT infrastructure and digital services development,Focus on basic ICT connectivity infrastructure and digital services,https://www.afdb.org/en/news-and-events/press-releases/lesotho-afdb-approves-25-million-ict-infrastructure
LSO,Lesotho,International,Multilateral,2023,2026,Luxembourg,European Investment Bank,Southern Africa Digital Connectivity Initiative,Regional fiber optic connectivity and digital infrastructure development,15,EUR,1.09,2024,Concessional Loan,ICT infrastructure,Active,EIB loan for regional digital connectivity infrastructure,Lesotho component of regional Southern Africa digital infrastructure program,https://www.eib.org/en/press/all/2023-southern-africa-digital-connectivity
LSO,Lesotho,International,Multilateral,2023,2026,Belgium,European Union Global Gateway,Lesotho-EU Digital Partnership Initiative,"Digital governance, connectivity, skills development and basic innovation ecosystem support",18,EUR,1.09,2024,Grant/Concessional Loan,DPI / DT General,Active,Part of €95M EU-Lesotho partnership covering multiple development sectors,"EU digital transformation partnership covering governance, skills, basic innovation",https://international-partnerships.ec.europa.eu/policies/global-gateway/projects/lesotho-digital-partnership_en
LSO,Lesotho,International,Multilateral,2019,2024,United States,World Bank,Lesotho Digital Economy Development Project,"Digital infrastructure, connectivity, e-government services and digital skills development",35,USD,,,Concessional Loan,DPI / DT General,Active,IDA Credit with performance-based disbursement linked to digital development indicators,"Major World Bank digital transformation project, comprehensive coverage",https://projects.worldbank.org/en/projects-operations/project-detail/P166570
LSO,Lesotho,International,Philanthropic,2021,2025,United States,Bill & Melinda Gates Foundation,Lesotho Digital Health & Basic Financial Inclusion,"Digital health systems, digital payments for healthcare and basic health service delivery platforms",6,USD,,,Grant,digital health,Active,Multi-year grant for digital health systems and financial inclusion in healthcare,"Focus on digital health infrastructure and systems, clear digital health sector",https://www.gatesfoundation.org/about/committed-grants/2021/10/inv-031678
LSO,Lesotho,International,Philanthropic,2020,2025,Canada,Mastercard Foundation,Lesotho Youth Digital Skills & Employment,Digital skills training and youth employment in basic technology and digital services,4.5,USD,,,Grant,capacity building,Active,Multi-year grant for youth digital skills and technology employment,Focus on digital skills development and youth technology employment,https://mastercardfdn.org/all/insights/digital-skills-lesotho-youth-employment/
LSO,Lesotho,International,Private FDI,2021,2025,Zimbabwe,Econet Wireless Group,Econet Lesotho EcoCash Expansion & Network Investment,Strategic investment in Econet Lesotho for EcoCash mobile money expansion and network services,8.5,USD,,,Grant/Concessional Loan,digital payment,Active,Strategic equity investment for mobile money platform expansion,Regional African investment from Zimbabwe-based Econet Group,https://www.econet.com/investors/econet-lesotho-investment
LSO,Lesotho,International,Private FDI,2020,2025,South Africa,Vodacom Group,Vodacom Lesotho Strategic Investment & Expansion,Strategic investment in Vodacom Lesotho for mobile money expansion and basic digital services,12,USD,,,Grant/Concessional Loan,digital payment,Active,Strategic equity investment for mobile money and digital services expansion,Regional South African investment in mobile money ecosystem,https://www.vodacom.com/news/vodacom-lesotho-investment
LSO,Lesotho,International,Regional/Continental Initiatives,2020,2025,Ethiopia,African Union Digital Transformation Strategy,Continental Digital Market Development,AU digital transformation strategy implementation and continental digital single market,1.5,USD,,,Grant,DPI / DT General,Active,Lesotho contribution to continental digital transformation agenda,AU Digital Transformation Strategy 2020-2030 implementation participation,https://au.int/sites/default/files/documents/38507-doc-DTS_for_Africa_2020-2030_English.pdf
LSO,Lesotho,International,Regional/Continental Initiatives,2020,2025,Rwanda,Smart Africa Trust Alliance (SATA),Southern Africa Digital ID & Interoperability,Regional digital identity verification and cross-border digital services development,1.2,USD,,,Grant,digital ID,Active,Lesotho participation in $85M regional SATA digital ID program,Lesotho participation in continental digital ID interoperability initiative,https://smartafrica.org/sas-project/digital-identity-for-africa/
LSO,Lesotho,International,Regional/Continental Initiatives,2021,2025,Various,Southern African Development Community (SADC),SADC Regional Digital Integration Initiative,"SADC regional digital market, cross-border payments and digital trade facilitation",3.8,USD,,,Grant,DPI / DT General,Active,Lesotho share of $185M SADC digital integration program,Participation in Southern Africa regional digital transformation as small SADC member,https://www.sadc.int/news-events/news/sadc-launches-digital-transformation-strategy
LBR,Liberia,Domestic,Domestic Innovation Funding,2024,2025,,Liberia Innovation Hub (Donor/NGO Supported),Basic Youth Digital Literacy & Technology Access,NGO-funded small grants for digital literacy teaching and youth technology access,0.2,USD,,,Grant,capacity building,Active,"NGO/donor microgrants only, not a real market-funded innovation scheme",Domestic innovation funding is effectively all international/donor channelled,https://www.liberiainnovationhub.org/
LBR,Liberia,Domestic,Financial Institution Lending,2024,2025,,Liberian Microfinance Banks,Microfinance for Basic Digital Tools/Education,Limited microfinance to enable basic digital access and entrepreneurship,0.8,LRD,185,2024,Commercial Loan,capacity building,Active,"Very high interest/short term, minimal asset lending","Micro-level only, serving marginalized/urban poor, negligible share of DPI finance",https://www.microfinanceafrica.org/liberia-digital-microfinance/
LBR,Liberia,Domestic,Government,2020,2025,,Ministry of Posts & Telecommunications,Liberia Digital Transformation Plan & Basic ICT Rollout,"National digital plan and limited ICT infrastructure rollout, focus on e-gov and communications",5,LRD,185,2024,Budget,DPI / DT General,Active,"Minimal government funding for national strategy, basic digital infrastructure","Very small government budget, policy/strategy foundation mostly donor-dependent",https://www.mopt.gov.lr/liberia-digital-strategy/
LBR,Liberia,Domestic,Government,2021,2025,,National Identification Registry,National Identity Registry & Civil Registration Digitization,Digitization of basic national identity records and civil registration,2,LRD,185,2024,Budget,digital ID,Active,"Minimal government budget, project dependent on international/humanitarian support","Basic ID/civil record digitization with UN/NGO involvement, very low domestic funding",https://www.nir.gov.lr/
LBR,Liberia,Domestic,Private Sector Investment,2018,2025,,Lonestar Cell MTN,Basic Mobile Network Expansion & Mobile Money Introduction,Minimal expansion of mobile network coverage and basic mobile money/digital services,8,USD,,,Grant/Concessional Loan,ICT infrastructure,Active,Small-scale investment in basic connectivity and digital financial services,"Market very limited by poverty, fragility, and regulatory risk; only minimal multinational engagement",https://lonestarcell.com/basic-mobile-network-upgrade/
LBR,Liberia,Domestic,Private Sector Investment,2021,2025,,Orange Liberia,Mobile Data Coverage Expansion & Basic Digital Services,Constrained expansion of mobile data coverage and basic digital services for urban areas,6,USD,,,Grant/Concessional Loan,ICT infrastructure,Active,Minimal investment in ICT reflecting high operational/financial risk,French multinational presence minimal due to fragile state environment,https://www.orange.com/en/our-commitments/orange-liberia-digital-inclusion/
LBR,Liberia,International,Bilateral,2019,2025,United States,USAID,e-Liberia Digital Inclusion & Basic Skills Program,"US-funded digital inclusion and skills program targeting women, youth, rural",13,USD,,,Grant,capacity building,Active,US grant for gender/youth digital inclusion; key bilateral development partner,"Very limited bilateral program, reflects US/UN priorities",https://www.usaid.gov/liberia/e-liberia-digital-inclusion/
LBR,Liberia,International,Multilateral,2021,2025,Nigeria,ECOWAS,Regional Digital Integration Support Program,Regional connectivity and e-gov support for Liberia and Mano River region,19,USD,,,Grant,DPI / DT General,Active,"Multilateral regional program, regional integration is ECOWAS/GIZ pilot",ECOWAS providing Liberia with digital integration and e-gov support as lagging country,https://www.ecowas.int/liberia-regional-digital-support/
LBR,Liberia,International,Multilateral,2022,2025,Belgium,European Union,Liberia-EU Basic Digital Governance & Connectivity Assistance,"EU support for digital governance, policy, and rural digital access",11,EUR,1.09,2024,Grant,data governance,Active,"EU grant, policy and planning support, non-OECD co-financing attempted, limited scope",EU is a secondary but persistent donor â€“ not a major infrastructure funder,https://ec.europa.eu/international-partnerships/liberia-basic-digital-governance/
LBR,Liberia,International,Multilateral,2021,2025,Switzerland,United Nations Development Programme,Digital Governance & Electronic Civil Registry,"UNDP-led modernization of registry, data governance, electronic records, basic digital rights",15,USD,,,Grant,data governance,Active,"Grant/technical assistance, installation of minimum viable governance capability",Classic UN flagship grant for registry/data modernization in a fragile state,https://www.undp.org/liberia/digital-governance-civil-registry/
LBR,Liberia,International,Multilateral,2020,2025,United States,World Bank,Liberia Digital Transformation & Connectivity Project,"National coverage, basic digital transformation, improving regional connectivity, e-gov, basic skills",70,USD,,,Grant/Concessional Loan,DPI / DT General,Active,"World Bank multi-component grant and credit: connectivity, government, capacity","Most important DPI funder, support includes enablement of basic digital inclusion and e-gov",https://projects.worldbank.org/en/projects-operations/project-detail/P176565
LBR,Liberia,International,Philanthropic,2020,2025,United States,Bill & Melinda Gates Foundation,Digital Health and Community Outreach in Liberia,"Digital health systems for public health, Covid data, rural outreach",7,USD,,,Grant,digital health,Active,"Health/donor focus, support for core public health, pandemic response",Philanthropic/DPI distinction hard to sustain in humanitarian context,https://www.gatesfoundation.org/about/committed-grants/2020/08/inv-031567
LBR,Liberia,International,Philanthropic,2022,2025,Various,EdTech NGOs (Global Alliance for Education etc.),Emergency Digital Education & Youth Technology Support,"Digital education relief and youth access via NGOs/MNOs, rural digital literacy, solar tablet rollouts",3.5,USD,,,Grant,digital education,Active,"Emergency education and technology inclusion grants, rural schools","In fragile context, education NGOs fill state and market gaps",https://www.educationendowmentfoundation.org/projects/digital-education-liberia/
LBR,Liberia,International,Private FDI,2020,2025,United Arab Emirates,UAE Investment Group,Abu Dhabi/Liberia Port Digitalization & Fiber Link,"UAE FDI in strategic port digitalization, undersea cable, and fiber, with limited national reach",10,USD,,,Grant/Concessional Loan,ICT infrastructure,Active,"Gulf FDI, primarily logistics/port focused, small-scale vs. Gulf/Asian investments elsewhere",Non-OECD participation but very limited compared to peers,https://www.uaeinvestgroup.com/liberia-port-digitalization/
LBR,Liberia,International,Regional/Continental Initiatives,2021,2025,Nigeria,ECOWAS,Liberia ECOWAS Digital Inclusion Pilot,"Pilot regional digital inclusion and e-gov services platform, donor/EU/GIZ funding",7,USD,,,Grant,DPI / DT General,Active,"Multilateral regional pilot, no strong continental market share","ECOWAS/GIZ digital pilot, not double-counted with other ECOWAS regional allocation",https://www.ecowas.int/en/digital-inclusion/liberia-ecowas-pilot/
LBY,Libya,Domestic,Domestic Innovation Funding,2024,2025,,Limited Civil Society & Emergency Innovation,Minimal Innovation Support & Emergency Technology Initiatives,Minimal innovation support and emergency technology initiatives by limited civil society organizations,15,USD,,,Grant,capacity building,Active,Limited civil society and emergency funding for basic technology and innovation initiatives,Minimal innovation ecosystem due to conflict and institutional collapse,https://www.civil-society-libya.org/minimal-innovation-emergency
LBY,Libya,Domestic,Financial Institution Lending,2024,2025,,Fragmented Commercial Banks & Limited Credit,Minimal Business Digitization Support & Emergency Lending,Minimal business digitization support and emergency lending amid banking sector fragmentation,35,LYD,4.8,2024,Commercial Loan,DPI / DT General,Active,High-risk emergency lending at elevated interest rates amid institutional instability,Minimal financial institution lending reflecting banking sector fragmentation and high risk environment,https://www.fragmented-banks-libya.com/minimal-digitization-lending
LBY,Libya,Domestic,Government,2023,2025,,Central Bank of Libya (Tripoli) & Fragmented Financial Authorities,Limited Banking Digitization & Payment Systems Recovery,Limited banking sector digitization and payment systems recovery amid institutional fragmentation,95,LYD,4.8,2024,Budget,digital payment,Active,Fragmented central bank investment in basic payment system recovery and digitization,Limited banking digitization constrained by institutional fragmentation and competing authorities,https://www.cbl.gov.ly/payment-systems-recovery-digitization
LBY,Libya,Domestic,Government,2022,2025,,Government of National Unity (GNU) - Ministry of Communications,Tentative National ICT Infrastructure Restoration & Limited Digitization,Limited national ICT infrastructure restoration and basic digitization efforts amid ongoing political fragmentation,180,LYD,4.8,2024,Budget,ICT infrastructure,Active,Limited government investment constrained by political fragmentation and security challenges,Minimal government investment reflecting ongoing political instability and institutional fragmentation,https://www.gnu-libya.org/ministry-communications-ict-restoration
LBY,Libya,Domestic,Government,2024,2025,,Libyan Identity Authority & Civil Registry (Contested),Fragmented Identity Systems & Limited Citizen Documentation,Fragmented identity systems and limited citizen documentation efforts amid competing authorities,65,LYD,4.8,2024,Budget,digital ID,Active,Contested identity authority investment in basic citizen documentation systems,Fragmented identity system efforts complicated by competing authorities and lack of unified governance,https://www.libya-identity.gov.ly/fragmented-systems-documentation
LBY,Libya,Domestic,Private Sector Investment,2021,2025,,Al Madar Mobile & Telecommunications Survival,Emergency Network Restoration & Basic Connectivity,Emergency mobile network restoration and basic connectivity services amid ongoing conflict,280,USD,,,Grant/Concessional Loan,ICT infrastructure,Active,Mobile operator emergency investment in network restoration and basic connectivity services,Emergency-focused telecommunications investment for basic connectivity amid conflict conditions,https://www.almadar.ly/emergency-network-restoration
LBY,Libya,Domestic,Private Sector Investment,2020,2025,,Libyana Mobile & Libya Telecom Technology,Basic Network Maintenance & Survival Operations,Basic telecommunications network maintenance and survival operations amid conflict and infrastructure damage,420,USD,,,Grant/Concessional Loan,ICT infrastructure,Active,Telecom operators focused on basic network survival and emergency repairs rather than expansion,Telecommunications investment focused on survival and basic maintenance rather than development,https://www.libyana.ly/network-maintenance-survival-operations
LBY,Libya,Domestic,Private Sector Investment,2023,2025,,Limited Banking Sector & Survival Financial Services,Basic Banking Technology & Financial Service Continuity,Basic banking technology maintenance and financial service continuity amid institutional fragmentation,150,USD,,,Grant/Concessional Loan,digital payment,Active,Banking sector investment focused on basic technology maintenance and service continuity,Limited banking investment focused on service survival rather than innovation or expansion,https://www.banking-libya.com/basic-technology-continuity
LBY,Libya,International,Bilateral,2024,2025,Egypt,Egyptian Ministry of Communications & Information Technology,Egypt-Libya Border Technology & Limited Regional Cooperation,Egyptian-Libyan border technology and limited regional cooperation for connectivity and security,85,USD,,,Grant/Technical Assistance,ICT infrastructure,Active,Egyptian cooperation focused on border technology and regional connectivity initiatives,Non-OECD Egyptian cooperation reflecting regional security and connectivity concerns,https://www.mcit.gov.eg/libya-border-technology-regional-cooperation
LBY,Libya,International,Bilateral,2022,2025,Italy,Italian Ministry of Foreign Affairs & International Cooperation,Limited Italy-Libya ICT Cooperation & Migration Technology,Limited Italian-Libyan ICT cooperation focused on migration management and border technology,95,EUR,1.09,2024,Grant/Technical Assistance,ICT infrastructure,Active,Italian cooperation focused on migration management technology rather than comprehensive development,Italian engagement primarily driven by migration concerns rather than digital development priorities,https://www.esteri.it/libya-cooperation-migration-technology
LBY,Libya,International,Bilateral,2023,2025,Turkey,Turkish Cooperation and Coordination Agency (TIKA),Turkey-Libya Limited Technology Cooperation & Infrastructure,Turkish-Libyan limited technology cooperation and infrastructure support amid ongoing partnerships,120,USD,,,Grant/Technical Assistance,ICT infrastructure,Active,Turkish cooperation providing limited technology and infrastructure support,Non-OECD Turkish cooperation reflecting geopolitical alignment and regional partnership,https://www.tika.gov.tr/libya-limited-technology-cooperation
LBY,Libya,International,Multilateral,2024,2025,Switzerland,United Nations Development Programme,Emergency Governance Support & Limited Digital Capacity,Emergency governance support and limited digital capacity building amid political fragmentation,45,USD,,,Grant,data governance,Active,UNDP emergency support for basic governance and limited digital capacity building,Minimal UN support focused on emergency governance rather than comprehensive digital development,https://www.undp.org/libya/emergency-governance-digital-capacity
LBY,Libya,International,Multilateral,2023,2025,United States,World Bank,Limited Emergency Digital Infrastructure Support (Constrained),Limited emergency digital infrastructure support constrained by security concerns and institutional fragmentation,85,USD,,,Grant,ICT infrastructure,Active,World Bank emergency support severely constrained by security situation and fragmented governance,Minimal World Bank engagement due to security concerns and lack of unified government counterpart,https://projects.worldbank.org/en/projects-operations/project-detail/P178923
LBY,Libya,International,Philanthropic,2023,2025,Various,International Humanitarian Organizations,Emergency Digital Communication & Humanitarian Technology,Emergency digital communication and humanitarian technology for crisis response and basic services,35,USD,,,Grant,capacity building,Active,Humanitarian organizations providing emergency digital communication and basic technology support,Philanthropic support limited to emergency humanitarian technology rather than development programs,https://www.humanitarian-tech-libya.org/emergency-digital-communication
LBY,Libya,International,Private FDI,2024,2025,Various,Minimal International Technology Investment,Extremely Limited Tech Investment Due to Security Risks,Extremely limited international technology investment due to severe security risks and institutional instability,25,USD,,,Grant/Concessional Loan,ICT infrastructure,Active,Minimal international private investment due to security risks and institutional fragmentation,"Virtually no international FDI due to ongoing conflict, security risks, and institutional instability",https://www.minimal-fdi-libya.com/security-risks-investment
LBY,Libya,International,Regional/Continental Initiatives,2024,2025,Ethiopia,African Union Peace and Security Council,AU Limited Libya Stabilization & Basic Communication Support,AU limited Libya stabilization and basic communication support amid ongoing conflict mediation efforts,45,USD,,,Grant,ICT infrastructure,Active,AU support focused on conflict stabilization and basic communication rather than digital development,Minimal AU engagement focused on stabilization rather than digital transformation priorities,https://au.int/libya-stabilization-communication-support/
LBY,Libya,International,Regional/Continental Initiatives,2023,2025,Egypt,Arab League Crisis Response Initiative,Ligue Arabe Support Crise Libye & Communication Basique,Arab League crisis response and basic communication support for Libya amid ongoing instability,35,USD,,,Grant,capacity building,Active,Arab League crisis response providing basic communication and emergency support,Arab League support limited to crisis response rather than comprehensive digital development,https://www.arableague.org/libya-crisis-response-communication/
LBY,Libya,International,Regional/Continental Initiatives,2024,2025,Algeria,Union du Maghreb Arabe Emergency Coordination,UMA Coordination Urgence Libye & Support Communication,Maghreb Arab Union emergency coordination and communication support amid regional instability,25,USD,,,Grant,ICT infrastructure,Active,Limited Maghreb coordination for emergency communication and regional stability support,Minimal Maghreb cooperation focused on emergency coordination rather than development initiatives,https://www.maghrebarabe.org/libya-emergency-coordination-communication/
MDG,Madagascar,Domestic,Domestic Innovation Funding,2023,2025,,Madagascar Innovation & Entrepreneurship Center,Technology Innovation & Startup Support Program,"Small grants for technology innovation, basic digital services and startup development",2,USD,,,Grant,DPI / DT General,Active,Performance-based grants for technology innovation and startups,Minimal domestic innovation funding supplemented by international support,https://www.madagascarinnovation.mg/
MDG,Madagascar,Domestic,Financial Institution Lending,2022,2025,,Bank of Africa Madagascar & Commercial Banks,SME Digital Services & Basic Technology Financing,Limited commercial bank lending to SMEs for basic digital adoption and technology services,5,MGA,4650,2024,Commercial Loan,DPI / DT General,Active,"20-30% interest rates, 1-3 year terms for basic SME digital services",Very limited commercial lending reflecting underdeveloped financial sector,https://www.boagroup.com/madagascar/sme-financing
MDG,Madagascar,Domestic,Government,2023,2025,,Madagascar Telecommunications Regulatory Authority,ICT Infrastructure Coordination & Rural Connectivity,ICT infrastructure coordination and rural telecommunications connectivity programs,8,MGA,4650,2024,Budget,ICT infrastructure,Active,Government coordination of rural ICT infrastructure development,Focus on rural connectivity addressing geographic challenges of large island,https://www.artec.mg/infrastructure-coordination
MDG,Madagascar,Domestic,Government,2022,2025,,"Ministry of Digital Transformation, Posts & Telecommunications",National Digital Transformation Strategy & ICT Infrastructure,"National digital transformation strategy implementation, ICT policy coordination and basic digital services development",25,MGA,4650,2024,Budget,DPI / DT General,Active,Government budget allocation for digital strategy and ICT coordination,Limited government investment reflecting LDC status but strategic digital focus,https://www.mintranspotcom.gov.mg/digital-strategy
MDG,Madagascar,Domestic,Government,2022,2025,,Ministry of Public Service & Administrative Reform,E-Government Services & Digital Administration,E-government platform development and digital service delivery for basic government functions,6,MGA,4650,2024,Budget,e-government,Active,Government investment in basic e-government services,Limited but essential e-government services reflecting capacity constraints,https://www.mfptls.gov.mg/e-government
MDG,Madagascar,Domestic,Government,2021,2025,,National Office for Population & Civil Registry,National Identity Card & Civil Registration Digitization,Digital national identity system and civil registration modernization for large rural population,12,MGA,4650,2024,Budget,digital ID,Active,Multi-year government investment in digital identity system,"Essential digital ID system for large dispersed population, clear digital ID sector focus",https://www.etatcivil.gov.mg/digital-identity
MDG,Madagascar,Domestic,Private Sector Investment,2020,2025,,Madagascar Technology & Financial Services Companies,Fintech & Technology Services Development,"Investment in local fintech companies, digital remittance platforms and basic technology services",15,USD,,,Private Investment,DPI / DT General,Active,Local and diaspora private investment in fintech and technology services,Limited but emerging technology ecosystem with diaspora support,https://www.madagascartech.mg/
MDG,Madagascar,Domestic,Private Sector Investment,2017,2025,,Telma Madagascar,Digital Services & Telecommunications Infrastructure,"Digital services platform, mobile money services and telecommunications infrastructure development",85,USD,,,Grant/Concessional Loan,digital payment,Active,Leading domestic telecom investment in digital services and infrastructure,Primary telecom operator driving digital financial services and connectivity,https://www.telma.mg/digital-services
MDG,Madagascar,International,Bilateral,2016,2025,France,Agence Française de Développement (AFD),Madagascar Digital Cooperation & Francophone Development Program,"Digital development, francophone digital cooperation, infrastructure and technical assistance",185,EUR,1.09,2024,Grant/Concessional Loan,DPI / DT General,Active,French development cooperation leveraging strong colonial ties and francophone partnership,Largest bilateral partner due to colonial history and continued strong cooperation,https://www.afd.fr/en/carte-des-projets/madagascar-digital-francophone
MDG,Madagascar,International,Bilateral,2021,2025,China,China International Development Cooperation Agency,Madagascar Digital Infrastructure & Rural Connectivity Development,"Digital infrastructure development, rural connectivity and basic telecommunications support",145,USD,,,Concessional Loan,ICT infrastructure,Active,Chinese concessional loan for basic digital infrastructure and rural connectivity,Major non-OECD investment in basic infrastructure addressing connectivity challenges,https://www.cidca.gov.cn/2021-09/15/c_1211388567.htm
MDG,Madagascar,International,Bilateral,2019,2025,Germany,German Corporation for International Cooperation (GIZ),Madagascar Digital Skills & Capacity Development Program,"Digital skills training, capacity development and basic technology education",40,EUR,1.09,2024,Grant/Technical Assistance,capacity building,Active,German technical assistance for digital skills and capacity development,Focus on human capacity development essential for digital transformation,https://www.giz.de/en/worldwide/madagascar-digital-skills.html
MDG,Madagascar,International,Bilateral,2020,2025,Japan,Japan International Cooperation Agency (JICA),Madagascar ICT Infrastructure & Disaster Management Technology,"ICT infrastructure for disaster management, basic telecommunications and emergency communications",55,JPY,148.5,2024,Grant/Technical Assistance,ICT infrastructure,Active,JICA grant and technical assistance for ICT infrastructure and disaster management,Japanese cooperation focusing on resilient infrastructure and disaster management,https://www.jica.go.jp/madagascar/english/activities/ict-disaster-management.html
MDG,Madagascar,International,Bilateral,2018,2025,United States,USAID,Madagascar Digital Economy & Rural Development Program,"Digital economy development, rural digital services and basic technology access",65,USD,,,Grant,DPI / DT General,Active,USAID grant for digital economy and rural development,US engagement supporting basic digital development and rural connectivity,https://www.usaid.gov/madagascar/fact-sheets/digital-economy-rural
MDG,Madagascar,International,Multilateral,2018,2024,Cote D'Ivoire,African Development Bank (AfDB),Madagascar ICT Infrastructure & Rural Connectivity Support,"ICT infrastructure development, rural connectivity and basic digital services for dispersed population",95,USD,,,Grant/Concessional Loan,ICT infrastructure,Active,AfDB support for infrastructure development addressing geographic challenges,AfDB investment focusing on rural connectivity and basic infrastructure needs,https://www.afdb.org/en/news-and-events/press-releases/madagascar-afdb-approves-95-million-ict-infrastructure
MDG,Madagascar,International,Multilateral,2020,2025,Belgium,European Union,Madagascar-EU Digital Development & Connectivity Initiative,"EU digital partnership, connectivity development and basic digital services support",75,EUR,1.09,2024,Grant,DPI / DT General,Active,EU partnership grant for digital development and connectivity,EU engagement supporting basic digital development in LDC context,https://ec.europa.eu/international-partnerships/madagascar-digital-development_en
MDG,Madagascar,International,Multilateral,2021,2025,Switzerland,United Nations Development Programme,Madagascar Digital Governance & Capacity Building Program,"Digital governance frameworks, capacity building and basic digital skills development",35,USD,,,Grant,data governance,Active,UNDP grant for digital governance and capacity building in LDC context,UN support for basic governance frameworks and capacity development,https://www.undp.org/madagascar/digital-governance-capacity
MDG,Madagascar,International,Multilateral,2019,2025,United States,World Bank,Madagascar Digital Economy & Connectivity Development Project,"Digital infrastructure, e-government services, digital skills and rural connectivity for large island nation",120,USD,,,Grant/Concessional Loan,DPI / DT General,Active,World Bank IDA credit and grant for digital economy development in LDC context,Major World Bank engagement addressing infrastructure challenges in large island LDC,https://projects.worldbank.org/en/projects-operations/project-detail/P164892
MDG,Madagascar,International,Philanthropic,2020,2025,United States,Bill & Melinda Gates Foundation,Madagascar Digital Health & Rural Health Technology,"Digital health systems, rural health technology and basic health service delivery platforms",45,USD,,,Grant,digital health,Active,Multi-year grant for digital health systems and rural health technology,Focus on digital health addressing critical health needs in rural areas,https://www.gatesfoundation.org/about/committed-grants/2020/12/inv-033621
MDG,Madagascar,International,Philanthropic,2021,2025,Canada,Mastercard Foundation,Madagascar Youth Digital Skills & Financial Inclusion,"Digital skills training, youth employment and financial inclusion through basic digital platforms",30,USD,,,Grant,capacity building,Active,Multi-year grant for youth digital skills and financial inclusion,Focus on youth digital skills and basic financial inclusion in LDC context,https://mastercardfdn.org/all/insights/digital-skills-madagascar-financial-inclusion/
MDG,Madagascar,International,Private FDI,2019,2025,India,Bharti Airtel International,Airtel Madagascar Strategic Investment & Rural Connectivity,Strategic investment in Airtel Madagascar for rural connectivity and mobile financial services,85,USD,,,Grant/Concessional Loan,digital payment,Active,Strategic equity investment for rural mobile services and financial inclusion,Non-OECD Indian multinational investment in rural connectivity and mobile money,https://www.airtel.com/investors/madagascar-rural-investment
MDG,Madagascar,International,Private FDI,2021,2025,Various,International Diaspora & Development Investment,Madagascar Technology & Diaspora Investment Program,International diaspora and development investment in Madagascar technology and digital services,25,USD,,,Grant/Concessional Loan,DPI / DT General,Active,Various diaspora and international development investments,Limited international investment supplemented by diaspora connections,https://techcrunch.com/2024/03/18/madagascar-diaspora-technology-investment-report/
MDG,Madagascar,International,Private FDI,2018,2025,France,Orange Group,Orange Madagascar Digital Services & Network Expansion,"Orange digital services expansion, mobile money services and telecommunications infrastructure",125,EUR,1.09,2024,Grant/Concessional Loan,digital payment,Active,Strategic investment for network expansion and digital financial services,French multinational investment in mobile money and digital services expansion,https://www.orange.com/en/investors/madagascar-digital-services
MDG,Madagascar,International,Regional/Continental Initiatives,2018,2025,Ethiopia,African Union Digital Transformation Strategy,Continental Digital Market Development - Basic Participation,AU digital transformation strategy implementation adapted to LDC capacity and island constraints,5,USD,,,Grant,DPI / DT General,Active,Madagascar basic contribution to continental digital transformation agenda,AU Digital Transformation Strategy limited participation reflecting capacity constraints,https://au.int/sites/default/files/documents/38507-doc-DTS_for_Africa_2020-2030_English.pdf
MDG,Madagascar,International,Regional/Continental Initiatives,2020,2025,Various,Indian Ocean Commission (IOC),IOC Regional Digital Cooperation & Island Connectivity,Indian Ocean Commission digital cooperation and inter-island connectivity projects,12,USD,,,Grant,ICT infrastructure,Active,Madagascar active participation in Indian Ocean regional digital cooperation,Strategic participation in Indian Ocean regional cooperation leveraging island location,https://www.commissionoceanindien.org/digital-cooperation-madagascar/
